Id BDTNS,Provenance,Date,Seal,Id Line,Part text,Line,Text
162710,GARšana,SS06 - 04 - 02,N,L777765,,,
162710,GARšana,SS06 - 04 - 02,N,L777766,o.,1,3 guruš šidim
162710,GARšana,SS06 - 04 - 02,N,L777767,o.,2,lu2 Tu-li2-um{ki}
162710,GARšana,SS06 - 04 - 02,N,L777768,o.,3,1 guruš šidim
162710,GARšana,SS06 - 04 - 02,N,L777769,o.,4,lu2 Di3-ma-at-Kal2-bu-um{ki}
162710,GARšana,SS06 - 04 - 02,N,L777770,o.,5,3 [guruš šid]im
162710,GARšana,SS06 - 04 - 02,N,L777771,o.,6,⌈arad2⌉ e2-a-me-eš2
162710,GARšana,SS06 - 04 - 02,N,L777772,o.,7,------------
162710,GARšana,SS06 - 04 - 02,N,L777773,o.,8,šu-nigin2 7 guruš šidim
162710,GARšana,SS06 - 04 - 02,N,L777774,o.,9,ša3-bi-ta
162710,GARšana,SS06 - 04 - 02,N,L777775,o.,10,5 guruš šidim
162710,GARšana,SS06 - 04 - 02,N,L777776,o.,11,gi-sal e2-til-la gul-de3 / gub-ba
162710,GARšana,SS06 - 04 - 02,N,L777777,o.,12,1 guruš šidim
162710,GARšana,SS06 - 04 - 02,N,L777778,r.,1,GIN2-bal {giš}kiri6 Zabalam4{ki} / du3-de3 gub-ba (=MUŠ3.ZA.UNUG)
162710,GARšana,SS06 - 04 - 02,N,L777779,r.,2,1 guruš šidim
162710,GARšana,SS06 - 04 - 02,N,L777780,r.,3,ma šub-ba sig4 gub-ba
162710,GARšana,SS06 - 04 - 02,N,L777781,r.,4,------------
162710,GARšana,SS06 - 04 - 02,N,L777782,r.,5,šu-nigin2 7 guruš šidim
162710,GARšana,SS06 - 04 - 02,N,L777783,r.,6,zi-ga-am3
162710,GARšana,SS06 - 04 - 02,N,L777784,r.,7,gurum2 ak šidim-e-ne
162710,GARšana,SS06 - 04 - 02,N,L777785,r.,8,giri3 {d}IŠKUR-ILLAT šabra
162710,GARšana,SS06 - 04 - 02,N,L777786,r.,9,ša3 GAR-ša-an-na{ki}
162710,GARšana,SS06 - 04 - 02,N,L777787,r.,10,iti u5-bi2-gu7
162710,GARšana,SS06 - 04 - 02,N,L777788,r.,11,mu us2-sa bad3 mar-tu / ba-du3 mu us2-sa-bi
162710,GARšana,SS06 - 04 - 02,N,L777789,l.ed.,1,u4-2-kam
162711,GARšana,SS06 - 04 - 04,N,L777790,,,
162711,GARšana,SS06 - 04 - 04,N,L777791,o.,1,[3] guruš šidim
162711,GARšana,SS06 - 04 - 04,N,L777792,o.,2,lu2 Tu-li2-um{ki}
162711,GARšana,SS06 - 04 - 04,N,L777793,o.,3,[1] guruš šidim
162711,GARšana,SS06 - 04 - 04,N,L777794,o.,4,lu2 Di3-ma-at-Kal2-bu-um{ki}
162711,GARšana,SS06 - 04 - 04,N,L777795,o.,5,2 guruš šidim
162711,GARšana,SS06 - 04 - 04,N,L777796,o.,6,l[u2] I-zi-in-Er3-ra{ki}
162711,GARšana,SS06 - 04 - 04,N,L777797,o.,7,[2] guruš šidim
162711,GARšana,SS06 - 04 - 04,N,L777798,o.,8,lu2 {i3-si}Isin2{ki}
162711,GARšana,SS06 - 04 - 04,N,L777799,o.,9,3 guruš šidim arad2 e2-a
162711,GARšana,SS06 - 04 - 04,N,L777800,o.,10,------------
162711,GARšana,SS06 - 04 - 04,N,L777801,o.,11,šu-nigin2 11 guruš šidim
162711,GARšana,SS06 - 04 - 04,N,L777802,o.,12,ša3-bi-ta
162711,GARšana,SS06 - 04 - 04,N,L777803,o.,13,8 guruš šidim
162711,GARšana,SS06 - 04 - 04,N,L777804,o.,14,gi-sal e2-til-la gul-de3
162711,GARšana,SS06 - 04 - 04,N,L777805,o.,15,1 guruš šidim
162711,GARšana,SS06 - 04 - 04,N,L777806,r.,1,ma šub-ba gub-ba
162711,GARšana,SS06 - 04 - 04,N,L777807,r.,2,1 guruš šidim
162711,GARšana,SS06 - 04 - 04,N,L777808,r.,3,GIN2-bal {giš}kiri6 Zabalam4/{ki} du3-a (=MUŠ3.ZA.UNUG)
162711,GARšana,SS06 - 04 - 04,N,L777809,r.,4,1 guruš šidim a2-ag2 ki Šu-Kab-ta-/še3 de6-a
162711,GARšana,SS06 - 04 - 04,N,L777810,r.,5,šu-nigin2 11 guruš šidim
162711,GARšana,SS06 - 04 - 04,N,L777811,r.,6,zi-ga-am3 gurum2 ak
162711,GARšana,SS06 - 04 - 04,N,L777812,r.,7,giri3 {d}IŠKUR-ILLAT šabra
162711,GARšana,SS06 - 04 - 04,N,L777813,r.,8,[š]a3 GAR-ša-an-na{ki}
162711,GARšana,SS06 - 04 - 04,N,L777814,r.,9,i[ti] u5-bi2-gu7
162711,GARšana,SS06 - 04 - 04,N,L777815,r.,10,mu {d}Šu-{d}Suen lugal-/e na-du3-a mah {d}En-lil2 / {d}Nin-lil2-ra mu-ne-du3
162711,GARšana,SS06 - 04 - 04,N,L777816,l.ed.,1,u4-4-kam
162712,GARšana,SS06 - 04 - 04,N,L777817,,,
162712,GARšana,SS06 - 04 - 04,N,L777818,o.,1,3 guruš šidim lu2 Tu-l[i2-um{ki}]
162712,GARšana,SS06 - 04 - 04,N,L777819,o.,2,1 guruš šidim lu2 Di3-ma-at-Kal2-/bu-um{ki}
162712,GARšana,SS06 - 04 - 04,N,L777820,o.,3,2 [guruš šidi]m lu2 I-zi-in-Er3-ra{ki}
162712,GARšana,SS06 - 04 - 04,N,L777821,o.,4,2 guruš šidim lu2 {i3-si}Isin2{ki}
162712,GARšana,SS06 - 04 - 04,N,L777822,o.,5,3 guruš šidim arad2 e2-a
162712,GARšana,SS06 - 04 - 04,N,L777823,o.,6,------------
162712,GARšana,SS06 - 04 - 04,N,L777824,o.,7,šu-nigin2 11 guruš šidim
162712,GARšana,SS06 - 04 - 04,N,L777825,o.,8,ša3-bi-ta
162712,GARšana,SS06 - 04 - 04,N,L777826,o.,9,8 guruš šidim
162712,GARšana,SS06 - 04 - 04,N,L777827,o.,10,gi-sal e2-til-la gul-de3 / gub-ba
162712,GARšana,SS06 - 04 - 04,N,L777828,o.,11,1 guruš šidim
162712,GARšana,SS06 - 04 - 04,N,L777829,o.,12,ma šub-ba sig4 gub-ba
162712,GARšana,SS06 - 04 - 04,N,L777830,o.,13,1 guruš šidim 
162712,GARšana,SS06 - 04 - 04,N,L777831,r.,1,GIN2-bal {giš}kiri6 Zabalam4!{ki} / du3-de3 gub-ba (=MUŠ3.ZA.<UNUG>{ki})
162712,GARšana,SS06 - 04 - 04,N,L777832,r.,2,1 guruš šidim a2-ag2-ga2 / ki Šu-Kab-ta2-še3 de6-a
162712,GARšana,SS06 - 04 - 04,N,L777833,r.,3,------------
162712,GARšana,SS06 - 04 - 04,N,L777834,r.,4,šu-nigin2 11 guruš šidim
162712,GARšana,SS06 - 04 - 04,N,L777835,r.,5,zi-ga-am3
162712,GARšana,SS06 - 04 - 04,N,L777836,r.,6,gurum2 ak šidim-e-ne
162712,GARšana,SS06 - 04 - 04,N,L777837,r.,7,ša3 GAR-ša-an-na{ki}
162712,GARšana,SS06 - 04 - 04,N,L777838,r.,8,giri3 {d}IŠKUR-ILLAT-ta
162712,GARšana,SS06 - 04 - 04,N,L777839,r.,9,iti u5-bi2-gu7
162712,GARšana,SS06 - 04 - 04,N,L777840,r.,10,mu us2-sa {d}Šu-{d}Suen / lugal-e bad3 mar-tu / ba-du3-a mu us2-sa-/bi
162712,GARšana,SS06 - 04 - 04,N,L777841,l.ed.,1,u4-4-kam
162713,GARšana,SS06 - 04 - 09,N,L777842,,,
162713,GARšana,SS06 - 04 - 09,N,L777843,o.,1,3 [guruš ši]dim 
162713,GARšana,SS06 - 04 - 09,N,L777844,o.,2,lu2 T[u-li2]-um{ki}
162713,GARšana,SS06 - 04 - 09,N,L777845,o.,3,1 [guruš] šidim
162713,GARšana,SS06 - 04 - 09,N,L777846,o.,4,lu2 Di3-ma-at-Kal2-bu-um{ki}
162713,GARšana,SS06 - 04 - 09,N,L777847,o.,5,2 guruš šidim
162713,GARšana,SS06 - 04 - 09,N,L777848,o.,6,lu2 I-zi-in-Er3-ra{ki}
162713,GARšana,SS06 - 04 - 09,N,L777849,o.,7,2 guruš šidim
162713,GARšana,SS06 - 04 - 09,N,L777850,o.,8,lu2 {i3-[si]}Isin2{ki}
162713,GARšana,SS06 - 04 - 09,N,L777851,o.,9,3 guruš šidim
162713,GARšana,SS06 - 04 - 09,N,L777852,o.,10,arad2 e2-a
162713,GARšana,SS06 - 04 - 09,N,L777853,o.,11,------------
162713,GARšana,SS06 - 04 - 09,N,L777854,o.,12,šu-nigin2 11 guruš šidim
162713,GARšana,SS06 - 04 - 09,N,L777855,o.,13,ša3-bi-ta
162713,GARšana,SS06 - 04 - 09,N,L777856,o.,14,8 guruš [šidim]
162713,GARšana,SS06 - 04 - 09,N,L777857,o.,15,g[i-sa]l e2-[ti]l-l[a gu]l-de3 / gub-ba
162713,GARšana,SS06 - 04 - 09,N,L777858,o.,16,1 guruš šidim
162713,GARšana,SS06 - 04 - 09,N,L777859,r.,1,ma šub-ba sig4 gub-ba
162713,GARšana,SS06 - 04 - 09,N,L777860,r.,2,1 guruš šidim
162713,GARšana,SS06 - 04 - 09,N,L777861,r.,3,GIN2-[ba]l {giš}kiri6 Zabalam4{[ki]} / du3-de3 [gub-b]a (=MUŠ3.ZA.UNUG)
162713,GARšana,SS06 - 04 - 09,N,L777862,r.,4,1 guruš š[idim] a2-ag2-ga2 / ki Šu-Kab-ta2-še3 de6-a
162713,GARšana,SS06 - 04 - 09,N,L777863,r.,5,------------
162713,GARšana,SS06 - 04 - 09,N,L777864,r.,6,šu-nigin2 11 guruš šidim 
162713,GARšana,SS06 - 04 - 09,N,L777865,r.,7,zi-ga-am3
162713,GARšana,SS06 - 04 - 09,N,L777866,r.,8,gurum2 ak šidim-e-ne
162713,GARšana,SS06 - 04 - 09,N,L777867,r.,9,ša3 GAR-ša-an-na{ki}
162713,GARšana,SS06 - 04 - 09,N,L777868,r.,10,giri3 {d}IŠKUR-ILLAT šabra
162713,GARšana,SS06 - 04 - 09,N,L777869,r.,11,iti u5-bi2-gu7
162713,GARšana,SS06 - 04 - 09,N,L777870,r.,12,mu us2-sa {d}Šu-{d}Suen / [lugal-e bad3 mar-tu] / ba-du3 mu us2-sa-bi
162713,GARšana,SS06 - 04 - 09,N,L777871,l.ed.,1,u4-9-kam
162714,GARšana,SS06 - 05 - 02,N,L777872,,,
162714,GARšana,SS06 - 05 - 02,N,L777873,o.,1,3 guruš šidim
162714,GARšana,SS06 - 05 - 02,N,L777874,o.,2,lu2 Tu-li2-um{ki}
162714,GARšana,SS06 - 05 - 02,N,L777875,o.,3,1 guruš šidim
162714,GARšana,SS06 - 05 - 02,N,L777876,o.,4,lu2 Di3-ma-at-Kal2-bu-um{ki}
162714,GARšana,SS06 - 05 - 02,N,L777877,o.,5,2 guruš šidim 
162714,GARšana,SS06 - 05 - 02,N,L777878,o.,6,lu2 I-zi-in-Er3-ra{ki}
162714,GARšana,SS06 - 05 - 02,N,L777879,o.,7,2 guruš šidim
162714,GARšana,SS06 - 05 - 02,N,L777880,o.,8,lu2 {i3-[si]}Isin2{ki}
162714,GARšana,SS06 - 05 - 02,N,L777881,o.,9,5 guruš [šidim] lu2 Nig2-{d}Ba-u2
162714,GARšana,SS06 - 05 - 02,N,L777882,o.,10,10 guruš ugula DINGIR.KAL
162714,GARšana,SS06 - 05 - 02,N,L777883,o.,11,[3] guruš [ši]dim arad2 e2-a
162714,GARšana,SS06 - 05 - 02,N,L777884,o.,12,------------
162714,GARšana,SS06 - 05 - 02,N,L777885,o.,13,[šu-nigin2 16] guruš šidim
162714,GARšana,SS06 - 05 - 02,N,L777886,o.,14,[šu-nigin2 10] guruš
162714,GARšana,SS06 - 05 - 02,N,L777887,o.,15,ša3-[b]i-ta
162714,GARšana,SS06 - 05 - 02,N,L777888,o.,16,[10]+2 guruš šidim 5 guruš <<šidim>> šu ma:dim2 / gub-ba
162714,GARšana,SS06 - 05 - 02,N,L777889,o.,17,ka gi-sal-la im [sumur] ak
162714,GARšana,SS06 - 05 - 02,N,L777890,o.,18,1 guruš šidim ma šub-ba gub-ba
162714,GARšana,SS06 - 05 - 02,N,L777891,o.,19,[2] guruš šidim 2 guruš
162714,GARšana,SS06 - 05 - 02,N,L777892,r.,1,[sahar] uš2 bad3 zi-zi-de3
162714,GARšana,SS06 - 05 - 02,N,L777893,r.,2,[g]ub-ba
162714,GARšana,SS06 - 05 - 02,N,L777894,r.,3,2 guruš im-sumur ša3 e2-a-še3 / ga6-ga2
162714,GARšana,SS06 - 05 - 02,N,L777895,r.,4,2 guruš im lu-de3 gub-ba
162714,GARšana,SS06 - 05 - 02,N,L777896,r.,5,1 guruš ugula
162714,GARšana,SS06 - 05 - 02,N,L777897,r.,6,[1] guruš šidim tu-ra
162714,GARšana,SS06 - 05 - 02,N,L777898,r.,7,------------
162714,GARšana,SS06 - 05 - 02,N,L777899,r.,8,šu-nigin2 16 guruš šidim
162714,GARšana,SS06 - 05 - 02,N,L777900,r.,9,šu-nigin2 10 guruš
162714,GARšana,SS06 - 05 - 02,N,L777901,r.,10,zi-ga-am3
162714,GARšana,SS06 - 05 - 02,N,L777902,r.,11,gurum2 ak
162714,GARšana,SS06 - 05 - 02,N,L777903,r.,12,ša3 GAR-ša-an-na{ki}
162714,GARšana,SS06 - 05 - 02,N,L777904,r.,13,giri3 {d}IŠKUR-ILLAT 
162714,GARšana,SS06 - 05 - 02,N,L777905,r.,14,iti ki-siki-{d}Nin-a-zu
162714,GARšana,SS06 - 05 - 02,N,L777906,r.,15,mu {d}Šu-{d}Suen lugal-e / na-du3-a mah {d}En-lil2 / {d}Nin-lil2-ra mu-ne-du3
162714,GARšana,SS06 - 05 - 02,N,L777907,l.ed.,1,u4-2-kam
162715,GARšana,SS06 - 05 - 08,N,L777908,,,
162715,GARšana,SS06 - 05 - 08,N,L777909,o.,1,[3 guruš šidim]
162715,GARšana,SS06 - 05 - 08,N,L777910,o.,2,[l]u2 Tu-li2-um{ki}
162715,GARšana,SS06 - 05 - 08,N,L777911,o.,3,1 guruš š[idim]
162715,GARšana,SS06 - 05 - 08,N,L777912,o.,4,l[u2 Di3-m]a-at-Kal2-[bu-um{ki}]
162715,GARšana,SS06 - 05 - 08,N,L777913,o.,5,2 [guruš šidim]
162715,GARšana,SS06 - 05 - 08,N,L777914,o.,6,lu2 I-zi-[in-Er3-ra{ki}]
162715,GARšana,SS06 - 05 - 08,N,L777915,o.,7,2 guruš šidim 
162715,GARšana,SS06 - 05 - 08,N,L777916,o.,8,lu2 {i3-si}Isin2{ki}
162715,GARšana,SS06 - 05 - 08,N,L777917,o.,9,5 guruš šidim lu2 Nig2-{d}Ba-u2
162715,GARšana,SS06 - 05 - 08,N,L777918,o.,10,10 guruš ugula DINGIR.KAL
162715,GARšana,SS06 - 05 - 08,N,L777919,o.,11,3 guruš šidim [arad2 e2-a]
162715,GARšana,SS06 - 05 - 08,N,L777920,o.,12,------------
162715,GARšana,SS06 - 05 - 08,N,L777921,o.,13,šu-nigin2 [10]+6 guruš šidim
162715,GARšana,SS06 - 05 - 08,N,L777922,o.,14,šu-nigin2 10 guruš
162715,GARšana,SS06 - 05 - 08,N,L777923,o.,15,ša3-bi-ta
162715,GARšana,SS06 - 05 - 08,N,L777924,o.,16,5 guruš šidim
162715,GARšana,SS06 - 05 - 08,N,L777925,o.,17,1 guruš šu dim2-ma gub-[ba]
162715,GARšana,SS06 - 05 - 08,N,L777926,o.,18,ka gi-sal-la i[m sum]ur / ak g[ub]-ba
162715,GARšana,SS06 - 05 - 08,N,L777927,o.,19,3 guruš x-[...]
162715,GARšana,SS06 - 05 - 08,N,L777928,r.,1,im g[a6?-...]
162715,GARšana,SS06 - 05 - 08,N,L777929,r.,2,2 guruš šidim im-su[mur ke4]-/de3 gub-[ba]
162715,GARšana,SS06 - 05 - 08,N,L777930,r.,3,2 guruš šidim uš bad3 TAG.TAG-/de3 gub-ba
162715,GARšana,SS06 - 05 - 08,N,L777931,r.,4,1 guruš šidim gi-si11 ga2-nun-na du3-/de3 gub-ba
162715,GARšana,SS06 - 05 - 08,N,L777932,r.,5,1 guruš šidim tu-ra
162715,GARšana,SS06 - 05 - 08,N,L777933,r.,6,6 guruš še U3-ṣa-ar-E2-u2-ra-/ta GAR-ša-an-na{ki}-še3 ma2 gid2-da
162715,GARšana,SS06 - 05 - 08,N,L777934,r.,7,------------
162715,GARšana,SS06 - 05 - 08,N,L777935,r.,8,šu-nigin2 10+[6 guruš] šidim
162715,GARšana,SS06 - 05 - 08,N,L777936,r.,9,šu-nigin2 10 guruš
162715,GARšana,SS06 - 05 - 08,N,L777937,r.,10,zi-ga-am3
162715,GARšana,SS06 - 05 - 08,N,L777938,r.,11,gurum2 ak
162715,GARšana,SS06 - 05 - 08,N,L777939,r.,12,giri3 {d}IŠKUR-ILLAT 
162715,GARšana,SS06 - 05 - 08,N,L777940,r.,13,ša3 GAR-ša-an-na{ki}
162715,GARšana,SS06 - 05 - 08,N,L777941,r.,14,iti ki-siki-{d}Nin-a-zu
162715,GARšana,SS06 - 05 - 08,N,L777942,r.,15,mu {d}Šu-{d}Suen lugal-e / [na-du3]-a mah {d}En-lil2 / [{d}Nin]-lil2-ra mu-ne-du3
162715,GARšana,SS06 - 05 - 08,N,L777943,l.ed.,1,u4-8-kam
162716,GARšana,SS06] - 05] - 11,N,L2385398,,,
162716,GARšana,SS06] - 05] - 11,N,L2385399,o.,1,[2 guruš šidim]
162716,GARšana,SS06] - 05] - 11,N,L2385400,o.,2,[lu2 Tu-li2-um{ki}]
162716,GARšana,SS06] - 05] - 11,N,L2385401,o.,3,[1 guruš šidim]
162716,GARšana,SS06] - 05] - 11,N,L2385402,o.,4,[lu2 Di3-ma-a]t-Ka[l2-bu-um{ki}]
162716,GARšana,SS06] - 05] - 11,N,L2385403,o.,5,[2] guruš šidim
162716,GARšana,SS06] - 05] - 11,N,L2385404,o.,6,[l]u2 I-zi-in-Er3-ra{ki}-me
162716,GARšana,SS06] - 05] - 11,N,L2385405,o.,7,2 guruš šidim
162716,GARšana,SS06] - 05] - 11,N,L2385406,o.,8,lu2 {i3-si}Isin2{ki}-me
162716,GARšana,SS06] - 05] - 11,N,L2385407,o.,9,5 guruš šidim
162716,GARšana,SS06] - 05] - 11,N,L2385408,o.,10,lu2 Nig2-{d}Ba-u2-me
162716,GARšana,SS06] - 05] - 11,N,L2385409,o.,11,3 guruš šidim arad2 e2-a 5 guruš ugula DINGIR.KAL
162716,GARšana,SS06] - 05] - 11,N,L2385410,o.,12,5 guruš hun-ga2
162716,GARšana,SS06] - 05] - 11,N,L2385411,o.,13,2 geme2 hun-ga2
162716,GARšana,SS06] - 05] - 11,N,L2385412,o.,14,ugula Ba-zi
162716,GARšana,SS06] - 05] - 11,N,L2385413,o.,15,3 guruš hun-ga2
162716,GARšana,SS06] - 05] - 11,N,L2385414,o.,16,7 geme2 hun-ga2
162716,GARšana,SS06] - 05] - 11,N,L2385415,o.,17,ugula ME-E2-a
162716,GARšana,SS06] - 05] - 11,N,L2385416,o.,18,[1] guruš hun-ga2
162716,GARšana,SS06] - 05] - 11,N,L2385417,o.,19,ugula Šal2-mah
162716,GARšana,SS06] - 05] - 11,N,L2385418,o.,20,------------
162716,GARšana,SS06] - 05] - 11,N,L2385419,o.,21,šu-nigin2 15 guruš šidim
162716,GARšana,SS06] - 05] - 11,N,L2385420,o.,22,šu-nigin2 13 guruš
162716,GARšana,SS06] - 05] - 11,N,L2385421,o.,23,šu-nigin2 9 ge[me2]
162716,GARšana,SS06] - 05] - 11,N,L2385422,o.,24,ša3-bi-[ta]
162716,GARšana,SS06] - 05] - 11,N,L2385423,o.,,[...] # (rest lost)
162716,GARšana,SS06] - 05] - 11,N,L2385424,r.,,[...] # (beginning lost)
162716,GARšana,SS06] - 05] - 11,N,L2385425,r.,1',3 ge[me2 im a-ga-ri]-/nu-um ga6-ga2-de3 gub-[ba]
162716,GARšana,SS06] - 05] - 11,N,L2385426,r.,2',al-tar
162716,GARšana,SS06] - 05] - 11,N,L2385427,r.,3',uš bad3 TAG.TAG-de3 gub-ba
162716,GARšana,SS06] - 05] - 11,N,L2385428,r.,4',2 guruš [hun-ga2] 2 geme2 hun-ga2
162716,GARšana,SS06] - 05] - 11,N,L2385429,r.,5',x x x [(x)]-de3 gub-ba
162716,GARšana,SS06] - 05] - 11,N,L2385430,r.,6',2 guruš [hun-ga2] sahar zi-ga ka-/la-ka si-ga
162716,GARšana,SS06] - 05] - 11,N,L2385431,r.,7',1 [guruš hun-ga2 k]a-la-ka gub-[ba]
162716,GARšana,SS06] - 05] - 11,N,L2385432,r.,8',1 guruš hun-ga2 1 geme2 hun-ga2 im / a-ga-ri-nu-um ka-la-ka gub-ba
162716,GARšana,SS06] - 05] - 11,N,L2385433,r.,9',2 guruš šidim uš bad3 TAG.TAG-de3 / gub-ba
162716,GARšana,SS06] - 05] - 11,N,L2385434,r.,10',1 guruš šidim ma šub-ba gub-ba # (and erasure)
162716,GARšana,SS06] - 05] - 11,N,L2385435,r.,11',5 guruš šidim gi-sal ša3 e2-a g[ul]-de3 / gub-ba
162716,GARšana,SS06] - 05] - 11,N,L2385436,r.,12',5 guruš ugula DINGIR.KAL sahar zi-ga ka-/la-ka gub-ba
162716,GARšana,SS06] - 05] - 11,N,L2385437,r.,13',5 guruš zah3 <ugula> DINGIR.KAL
162716,GARšana,SS06] - 05] - 11,N,L2385438,r.,14',šu-nigin2 15 guruš šidim
162716,GARšana,SS06] - 05] - 11,N,L2385439,r.,15',[šu-nigin2 1]3 guruš
162716,GARšana,SS06] - 05] - 11,N,L2385440,r.,16',[šu-nigin2 9 geme2]
162716,GARšana,SS06] - 05] - 11,N,L2385441,r.,17',[zi-ga-am3]
162716,GARšana,SS06] - 05] - 11,N,L2385442,r.,18',[gurum2 ak]
162716,GARšana,SS06] - 05] - 11,N,L2385443,r.,19',[giri3 {d}IŠKUR-ILLAT šabra]
162716,GARšana,SS06] - 05] - 11,N,L2385444,r.,20',[u3 Puzur4-{d}Nin-kar-ak dub-sar]
162716,GARšana,SS06] - 05] - 11,N,L2385445,r.,21',[iti ...]
162716,GARšana,SS06] - 05] - 11,N,L2385446,r.,22',[mu ...]
162716,GARšana,SS06] - 05] - 11,N,L2385447,l.ed.,1,u4-11-kam
162920,GARšana,SS06] - 05?] - XX],N,L785545,,,
162920,GARšana,SS06] - 05?] - XX],N,L785546,o.,1,[2] guruš š[idim]
162920,GARšana,SS06] - 05?] - XX],N,L785547,o.,2,[l]u2 Tu-li2-um{ki}
162920,GARšana,SS06] - 05?] - XX],N,L785548,o.,3,[1] guruš šidi[m]
162920,GARšana,SS06] - 05?] - XX],N,L785549,o.,4,[lu2] Di3-ma-at-Kal2-bu-u[m{ki}]
162920,GARšana,SS06] - 05?] - XX],N,L785550,o.,5,[2] guruš šidim
162920,GARšana,SS06] - 05?] - XX],N,L785551,o.,6,[lu2] I-zi-in-Er3-ra{ki}
162920,GARšana,SS06] - 05?] - XX],N,L785552,o.,7,[2] guruš šidim
162920,GARšana,SS06] - 05?] - XX],N,L785553,o.,8,[lu2] {i3-si}Isin2⌈{ki}⌉
162920,GARšana,SS06] - 05?] - XX],N,L785554,o.,9,[5 guruš] šidim 
162920,GARšana,SS06] - 05?] - XX],N,L785555,o.,10,[lu2 Nig2-{d}B]a-⌈u2⌉
162920,GARšana,SS06] - 05?] - XX],N,L785556,o.,11,[3 guruš šidim] arad2 e2-a 5 guruš ugula DINGIR.KAL
162920,GARšana,SS06] - 05?] - XX],N,L785557,o.,12,5 guruš hun-ga2
162920,GARšana,SS06] - 05?] - XX],N,L785558,o.,13,2 geme2 hun-ga2
162920,GARšana,SS06] - 05?] - XX],N,L785559,o.,14,ugula Ba-zi
162920,GARšana,SS06] - 05?] - XX],N,L785560,o.,15,3 guruš hun-ga2 7 geme2 h[un-g]a2
162920,GARšana,SS06] - 05?] - XX],N,L785561,o.,16,ugula ME-E2-a
162920,GARšana,SS06] - 05?] - XX],N,L785562,o.,17,1 guruš hun-ga2! ugula Šal2-mah (=KAL)
162920,GARšana,SS06] - 05?] - XX],N,L785563,o.,18,------------
162920,GARšana,SS06] - 05?] - XX],N,L785564,o.,19,šu-nigin2 15 guruš šidim
162920,GARšana,SS06] - 05?] - XX],N,L785565,o.,20,šu-nigin2 13 guruš
162920,GARšana,SS06] - 05?] - XX],N,L785566,o.,21,šu-nigin2 9 geme2
162920,GARšana,SS06] - 05?] - XX],N,L785567,o.,22,ša3-bi-ta
162920,GARšana,SS06] - 05?] - XX],N,L785568,o.,23,2 guruš šidim 3 guruš hun-ga2
162920,GARšana,SS06] - 05?] - XX],N,L785569,o.,24,šu dim2-ma gub-ba
162920,GARšana,SS06] - 05?] - XX],N,L785570,o.,25,3 geme2 hun-ga2 im a-ga-ri-nu-um
162920,GARšana,SS06] - 05?] - XX],N,L785571,o.,26,ga6-ga2-de3 gub-ba
162920,GARšana,SS06] - 05?] - XX],N,L785572,r.,1,[...]
162920,GARšana,SS06] - 05?] - XX],N,L785573,r.,2,[...]
162920,GARšana,SS06] - 05?] - XX],N,L785574,r.,3,[... g]ub-ba
162920,GARšana,SS06] - 05?] - XX],N,L785575,r.,4,[n guruš im] a-ga-ri-n[u-um] / [g]a2-de3 gub-[ba]
162920,GARšana,SS06] - 05?] - XX],N,L785576,r.,5,[a-ra2] 2-kam
162920,GARšana,SS06] - 05?] - XX],N,L785577,r.,6,u[š bad3] TAG.TAG-de3 gub-ba
162920,GARšana,SS06] - 05?] - XX],N,L785578,r.,7,2 [guruš] šidim 2 geme2 hun-ga2
162920,GARšana,SS06] - 05?] - XX],N,L785579,r.,8,e2-[m]ušen-na du3-de3 gub-ba
162920,GARšana,SS06] - 05?] - XX],N,L785580,r.,9,2 gu[ruš hun]-ga2 sahar zi-ga ka-la2-ka / si-ga
162920,GARšana,SS06] - 05?] - XX],N,L785581,r.,10,1 guruš šidim ka-la2-ka gub-ba
162920,GARšana,SS06] - 05?] - XX],N,L785582,r.,11,1 guruš hun-ga2 1 geme2 hun-ga2 im / a-ga-ri-nu-um ka-la2-ka gub-ba
162920,GARšana,SS06] - 05?] - XX],N,L785583,r.,12,2 guruš šidim uš bad3 TAG.TAG-/de3 gub-ba
162920,GARšana,SS06] - 05?] - XX],N,L785584,r.,13,[n guruš šidim] ma šub-ba gub-ba
162920,GARšana,SS06] - 05?] - XX],N,L785585,r.,14,[n guruš] gi-sal ša3 e2-a [gul]-de3 / [gub-ba]
162920,GARšana,SS06] - 05?] - XX],N,L785586,r.,15,[n guruš] ugula DINGIR.KAL sahar z[i-ga k]a-la2-/ka gu[b-ba]
162920,GARšana,SS06] - 05?] - XX],N,L785587,r.,16,[n?+4 g]uruš zah3 ugula DINGIR.KAL
162920,GARšana,SS06] - 05?] - XX],N,L785588,r.,17,------------
162920,GARšana,SS06] - 05?] - XX],N,L785589,r.,18,[šu-nigin2 ] 15 guruš šidim šu-nigin2 13 guruš
162920,GARšana,SS06] - 05?] - XX],N,L785590,r.,19,[šu-nigin2 1]+2 guruš šu-nigin2 9 geme2 # (9 erased after guruš)
162920,GARšana,SS06] - 05?] - XX],N,L785591,r.,20,[z]i-ga-am3
162920,GARšana,SS06] - 05?] - XX],N,L785592,r.,21,[gurum2] ak giri3 {d}IŠKUR-ILLAT
162920,GARšana,SS06] - 05?] - XX],N,L785593,r.,22,[...] / [...]
162920,GARšana,SS06] - 05?] - XX],N,L785594,r.,23,[...]
162920,GARšana,SS06] - 05?] - XX],N,L785595,r.,,[...] # (rest lost)
